User,Site,Password Scheme,Mode,Success,Start Time,Submit Time,End Time,Time to submit (s),Time to login (s)
bpt409,studentlife,testpasstiles;BlankP,enter,false,Mon Jul 25 2011 13:12:31 GMT-0400 (EDT),Mon Jul 25 2011 13:12:41 GMT-0400 (EDT),Mon Jul 25 2011 13:12:42 GMT-0400 (EDT),10,11
bpt409,studentlife,testpasstiles;BlankP,enter,true,Mon Jul 25 2011 13:12:49 GMT-0400 (EDT),Mon Jul 25 2011 13:12:58 GMT-0400 (EDT),Mon Jul 25 2011 13:12:59 GMT-0400 (EDT),9,10
bpt409,studentlife,testpasstiles;BlankP,enter,true,Mon Jul 25 2011 13:13:06 GMT-0400 (EDT),Mon Jul 25 2011 13:13:14 GMT-0400 (EDT),Mon Jul 25 2011 13:13:14 GMT-0400 (EDT),8,8
bpt411,studentlife,testpasstiles;BlankP,enter,true,Mon Jul 25 2011 13:38:38 GMT-0400 (EDT),Mon Jul 25 2011 13:38:48 GMT-0400 (EDT),Mon Jul 25 2011 13:38:49 GMT-0400 (EDT),10,11
bpt411,studentlife,testpasstiles;BlankP,enter,true,Mon Jul 25 2011 13:38:56 GMT-0400 (EDT),Mon Jul 25 2011 13:39:10 GMT-0400 (EDT),Mon Jul 25 2011 13:39:10 GMT-0400 (EDT),14,14
bpt416,studentlife,testpasstiles;BlankP,enter,true,Mon Jul 25 2011 14:55:00 GMT-0400 (EDT),Mon Jul 25 2011 14:55:24 GMT-0400 (EDT),Mon Jul 25 2011 14:55:24 GMT-0400 (EDT),24,24
bpt416,studentlife,testpasstiles;BlankP,enter,true,Mon Jul 25 2011 15:03:04 GMT-0400 (EDT),Mon Jul 25 2011 15:03:35 GMT-0400 (EDT),Mon Jul 25 2011 15:03:35 GMT-0400 (EDT),31,31
bpt418,studentlife,testpasstiles;BlankP,enter,true,Mon Jul 25 2011 15:47:33 GMT-0400 (EDT),Mon Jul 25 2011 15:47:45 GMT-0400 (EDT),Mon Jul 25 2011 15:47:45 GMT-0400 (EDT),12,12
bpt418,studentlife,testpasstiles;BlankP,enter,true,Mon Jul 25 2011 15:48:04 GMT-0400 (EDT),Mon Jul 25 2011 15:48:14 GMT-0400 (EDT),Mon Jul 25 2011 15:48:14 GMT-0400 (EDT),10,10
bpt419,studentlife,testpasstiles;BlankP,enter,true,Mon Jul 25 2011 16:10:19 GMT-0400 (EDT),Mon Jul 25 2011 16:10:40 GMT-0400 (EDT),Mon Jul 25 2011 16:10:41 GMT-0400 (EDT),21,22
bpt419,studentlife,testpasstiles;BlankP,enter,true,Mon Jul 25 2011 16:10:58 GMT-0400 (EDT),Mon Jul 25 2011 16:11:19 GMT-0400 (EDT),Mon Jul 25 2011 16:11:20 GMT-0400 (EDT),21,22
bpt422,studentlife,testpasstiles;BlankP,enter,false,Mon Jul 25 2011 18:29:03 GMT-0400 (EDT),Mon Jul 25 2011 18:29:45 GMT-0400 (EDT),Mon Jul 25 2011 18:29:48 GMT-0400 (EDT),42,45
bpt422,studentlife,testpasstiles;BlankP,enter,true,Mon Jul 25 2011 18:30:09 GMT-0400 (EDT),Mon Jul 25 2011 18:30:56 GMT-0400 (EDT),Mon Jul 25 2011 18:30:59 GMT-0400 (EDT),47,50
bpt422,studentlife,testpasstiles;BlankP,enter,false,Mon Jul 25 2011 18:32:04 GMT-0400 (EDT),Mon Jul 25 2011 18:32:36 GMT-0400 (EDT),Mon Jul 25 2011 18:32:38 GMT-0400 (EDT),32,34
bpt422,studentlife,testpasstiles;BlankP,enter,true,Mon Jul 25 2011 18:32:54 GMT-0400 (EDT),Mon Jul 25 2011 18:33:16 GMT-0400 (EDT),Mon Jul 25 2011 18:33:20 GMT-0400 (EDT),22,26
bpt423,studentlife,testpasstiles;BlankP,enter,false,Mon Jul 25 2011 19:22:40 GMT-0400 (EDT),Mon Jul 25 2011 19:22:53 GMT-0400 (EDT),Mon Jul 25 2011 19:22:53 GMT-0400 (EDT),13,13
bpt423,studentlife,testpasstiles;BlankP,enter,true,Mon Jul 25 2011 19:40:50 GMT-0400 (EDT),Mon Jul 25 2011 19:41:45 GMT-0400 (EDT),Mon Jul 25 2011 19:41:45 GMT-0400 (EDT),55,55
bpt423,studentlife,testpasstiles;BlankP,enter,false,Mon Jul 25 2011 19:42:06 GMT-0400 (EDT),Mon Jul 25 2011 19:42:35 GMT-0400 (EDT),Mon Jul 25 2011 19:42:35 GMT-0400 (EDT),29,29
bpt423,studentlife,testpasstiles;BlankP,enter,true,Mon Jul 25 2011 19:42:44 GMT-0400 (EDT),Mon Jul 25 2011 19:43:14 GMT-0400 (EDT),Mon Jul 25 2011 19:43:14 GMT-0400 (EDT),30,30
bpt424,studentlife,testpasstiles;BlankP,enter,true,Mon Jul 25 2011 20:29:59 GMT-0400 (EDT),Mon Jul 25 2011 20:30:21 GMT-0400 (EDT),Mon Jul 25 2011 20:30:21 GMT-0400 (EDT),22,22
bpt424,studentlife,testpasstiles;BlankP,enter,true,Mon Jul 25 2011 20:30:31 GMT-0400 (EDT),Mon Jul 25 2011 20:30:52 GMT-0400 (EDT),Mon Jul 25 2011 20:30:52 GMT-0400 (EDT),21,21
bpt425,studentlife,testpasstiles;BlankP,enter,true,Mon Jul 25 2011 21:28:48 GMT-0400 (EDT),Mon Jul 25 2011 21:29:10 GMT-0400 (EDT),Mon Jul 25 2011 21:29:10 GMT-0400 (EDT),22,22
bpt425,studentlife,testpasstiles;BlankP,enter,true,Mon Jul 25 2011 21:29:23 GMT-0400 (EDT),Mon Jul 25 2011 21:29:42 GMT-0400 (EDT),Mon Jul 25 2011 21:29:42 GMT-0400 (EDT),19,19
bpt409,studentlife,testpasstiles;BlankP,enter,false,Tue Jul 26 2011 13:22:00 GMT-0400 (EDT),Tue Jul 26 2011 13:22:21 GMT-0400 (EDT),Tue Jul 26 2011 13:22:21 GMT-0400 (EDT),21,21
bpt409,studentlife,unknown;BlankPassTil,login,true,Tue Jul 26 2011 13:34:09 GMT-0400 (EDT),Tue Jul 26 2011 13:34:20 GMT-0400 (EDT),Tue Jul 26 2011 13:34:20 GMT-0400 (EDT),11,11
bpt409,studentlife,testpasstiles;BlankP,enter,true,Tue Jul 26 2011 13:34:27 GMT-0400 (EDT),Tue Jul 26 2011 13:34:36 GMT-0400 (EDT),Tue Jul 26 2011 13:34:36 GMT-0400 (EDT),9,9
bpt411,studentlife,testpasstiles;BlankP,enter,true,Tue Jul 26 2011 14:08:14 GMT-0400 (EDT),Tue Jul 26 2011 14:08:36 GMT-0400 (EDT),Tue Jul 26 2011 14:08:36 GMT-0400 (EDT),22,22
bpt411,studentlife,testpasstiles;BlankP,enter,false,Tue Jul 26 2011 14:08:49 GMT-0400 (EDT),Tue Jul 26 2011 14:09:17 GMT-0400 (EDT),Tue Jul 26 2011 14:09:17 GMT-0400 (EDT),28,28
bpt411,studentlife,testpasstiles;BlankP,enter,false,Tue Jul 26 2011 14:09:33 GMT-0400 (EDT),Tue Jul 26 2011 14:09:43 GMT-0400 (EDT),Tue Jul 26 2011 14:09:44 GMT-0400 (EDT),10,11
bpt418,studentlife,testpasstiles;BlankP,enter,false,Tue Jul 26 2011 17:20:07 GMT-0400 (EDT),Tue Jul 26 2011 17:20:30 GMT-0400 (EDT),Tue Jul 26 2011 17:20:30 GMT-0400 (EDT),23,23
bpt418,studentlife,testpasstiles;BlankP,enter,true,Tue Jul 26 2011 17:20:35 GMT-0400 (EDT),Tue Jul 26 2011 17:20:51 GMT-0400 (EDT),Tue Jul 26 2011 17:20:51 GMT-0400 (EDT),16,16
bpt425,studentlife,testpasstiles;BlankP,enter,true,Tue Jul 26 2011 22:35:01 GMT-0400 (EDT),Tue Jul 26 2011 22:35:21 GMT-0400 (EDT),Tue Jul 26 2011 22:35:21 GMT-0400 (EDT),20,20
bpt422,studentlife,testpasstiles;BlankP,enter,true,Wed Jul 27 2011 08:43:29 GMT-0400 (EDT),Wed Jul 27 2011 08:44:27 GMT-0400 (EDT),Wed Jul 27 2011 08:44:29 GMT-0400 (EDT),58,60
bpt419,studentlife,testpasstiles;BlankP,enter,true,Wed Jul 27 2011 12:41:35 GMT-0400 (EDT),Wed Jul 27 2011 12:42:04 GMT-0400 (EDT),Wed Jul 27 2011 12:42:05 GMT-0400 (EDT),29,30
bpt416,studentlife,testpasstiles;BlankP,enter,false,Thu Jul 28 2011 11:53:34 GMT-0400 (EDT),Thu Jul 28 2011 11:54:27 GMT-0400 (EDT),Thu Jul 28 2011 11:54:27 GMT-0400 (EDT),53,53
bpt416,studentlife,testpasstiles;BlankP,enter,true,Thu Jul 28 2011 11:54:45 GMT-0400 (EDT),Thu Jul 28 2011 11:55:30 GMT-0400 (EDT),Thu Jul 28 2011 11:55:31 GMT-0400 (EDT),45,46
bpt409,studentlife,testpasstiles;BlankP,enter,false,Thu Jul 28 2011 13:53:35 GMT-0400 (EDT),Thu Jul 28 2011 13:53:45 GMT-0400 (EDT),Thu Jul 28 2011 13:53:46 GMT-0400 (EDT),10,11
bpt409,studentlife,testpasstiles;BlankP,enter,true,Thu Jul 28 2011 13:53:51 GMT-0400 (EDT),Thu Jul 28 2011 13:54:00 GMT-0400 (EDT),Thu Jul 28 2011 13:54:00 GMT-0400 (EDT),9,9
bpt409,studentlife,testpasstiles;BlankP,enter,true,Thu Jul 28 2011 13:54:22 GMT-0400 (EDT),Thu Jul 28 2011 13:54:29 GMT-0400 (EDT),Thu Jul 28 2011 13:54:30 GMT-0400 (EDT),7,8
bpt411,studentlife,testpasstiles;BlankP,enter,false,Thu Jul 28 2011 14:00:03 GMT-0400 (EDT),Thu Jul 28 2011 14:00:34 GMT-0400 (EDT),Thu Jul 28 2011 14:00:34 GMT-0400 (EDT),31,31
bpt411,studentlife,testpasstiles;BlankP,enter,false,Thu Jul 28 2011 14:00:49 GMT-0400 (EDT),Thu Jul 28 2011 14:00:59 GMT-0400 (EDT),Thu Jul 28 2011 14:00:59 GMT-0400 (EDT),10,10
bpt418,studentlife,testpasstiles;BlankP,enter,true,Thu Jul 28 2011 16:11:32 GMT-0400 (EDT),Thu Jul 28 2011 16:11:54 GMT-0400 (EDT),Thu Jul 28 2011 16:11:54 GMT-0400 (EDT),22,22
bpt423,studentlife,testpasstiles;BlankP,enter,true,Thu Jul 28 2011 22:45:46 GMT-0400 (EDT),Thu Jul 28 2011 22:46:27 GMT-0400 (EDT),Thu Jul 28 2011 22:46:27 GMT-0400 (EDT),41,41
bpt424,studentlife,testpasstiles;BlankP,enter,true,Fri Jul 29 2011 00:12:21 GMT-0400 (EDT),Fri Jul 29 2011 00:12:52 GMT-0400 (EDT),Fri Jul 29 2011 00:12:52 GMT-0400 (EDT),31,31
bpt419,studentlife,testpasstiles;BlankP,enter,true,Fri Jul 29 2011 10:05:05 GMT-0400 (EDT),Fri Jul 29 2011 10:05:37 GMT-0400 (EDT),Fri Jul 29 2011 10:05:38 GMT-0400 (EDT),32,33
bpt425,studentlife,testpasstiles;BlankP,enter,true,Fri Jul 29 2011 21:58:21 GMT-0400 (EDT),Fri Jul 29 2011 21:58:40 GMT-0400 (EDT),Fri Jul 29 2011 21:58:40 GMT-0400 (EDT),19,19
bpt411,studentlife,testpasstiles;BlankP,enter,false,Sun Jul 31 2011 15:16:06 GMT-0400 (EDT),Sun Jul 31 2011 15:16:35 GMT-0400 (EDT),Sun Jul 31 2011 15:16:35 GMT-0400 (EDT),29,29
bpt411,studentlife,testpasstiles;BlankP,enter,false,Sun Jul 31 2011 15:16:42 GMT-0400 (EDT),Sun Jul 31 2011 15:16:57 GMT-0400 (EDT),Sun Jul 31 2011 15:16:58 GMT-0400 (EDT),15,16
bpt418,studentlife,testpasstiles;BlankP,enter,true,Sun Jul 31 2011 18:41:30 GMT-0400 (EDT),Sun Jul 31 2011 18:41:57 GMT-0400 (EDT),Sun Jul 31 2011 18:41:57 GMT-0400 (EDT),27,27
bpt423,studentlife,testpasstiles;BlankP,enter,false,Sun Jul 31 2011 20:01:38 GMT-0400 (EDT),Sun Jul 31 2011 20:02:52 GMT-0400 (EDT),Sun Jul 31 2011 20:02:52 GMT-0400 (EDT),74,74
bpt423,studentlife,testpasstiles;BlankP,enter,true,Sun Jul 31 2011 20:02:57 GMT-0400 (EDT),Sun Jul 31 2011 20:03:32 GMT-0400 (EDT),Sun Jul 31 2011 20:03:32 GMT-0400 (EDT),35,35
bpt416,studentlife,testpasstiles;BlankP,enter,true,Mon Aug 01 2011 01:12:00 GMT-0400 (EDT),Mon Aug 01 2011 01:12:26 GMT-0400 (EDT),Mon Aug 01 2011 01:12:26 GMT-0400 (EDT),26,26
bpt409,studentlife,testpasstiles;BlankP,enter,true,Mon Aug 01 2011 11:15:15 GMT-0400 (EDT),Mon Aug 01 2011 11:15:23 GMT-0400 (EDT),Mon Aug 01 2011 11:15:23 GMT-0400 (EDT),8,8
bpt409,studentlife,testpasstiles;BlankP,enter,true,Mon Aug 01 2011 11:15:29 GMT-0400 (EDT),Mon Aug 01 2011 11:15:35 GMT-0400 (EDT),Mon Aug 01 2011 11:15:35 GMT-0400 (EDT),6,6
bpt411,studentlife,testpasstiles;BlankP,enter,false,Mon Aug 01 2011 13:56:01 GMT-0400 (EDT),Mon Aug 01 2011 13:56:09 GMT-0400 (EDT),Mon Aug 01 2011 13:56:09 GMT-0400 (EDT),8,8
bpt409,studentlife,testpasstiles;BlankP,enter,true,Mon Aug 01 2011 14:32:19 GMT-0400 (EDT),Mon Aug 01 2011 14:32:27 GMT-0400 (EDT),Mon Aug 01 2011 14:32:27 GMT-0400 (EDT),8,8
bpt409,studentlife,testpasstiles;BlankP,enter,true,Mon Aug 01 2011 14:32:32 GMT-0400 (EDT),Mon Aug 01 2011 14:32:39 GMT-0400 (EDT),Mon Aug 01 2011 14:32:39 GMT-0400 (EDT),7,7
bpt418,studentlife,testpasstiles;BlankP,enter,true,Mon Aug 01 2011 16:45:16 GMT-0400 (EDT),Mon Aug 01 2011 16:45:31 GMT-0400 (EDT),Mon Aug 01 2011 16:45:31 GMT-0400 (EDT),15,15
bpt419,studentlife,testpasstiles;BlankP,enter,true,Mon Aug 01 2011 20:02:51 GMT-0400 (EDT),Mon Aug 01 2011 20:03:21 GMT-0400 (EDT),Mon Aug 01 2011 20:03:22 GMT-0400 (EDT),30,31
bpt423,studentlife,testpasstiles;BlankP,enter,true,Mon Aug 01 2011 20:07:57 GMT-0400 (EDT),Mon Aug 01 2011 20:08:20 GMT-0400 (EDT),Mon Aug 01 2011 20:08:21 GMT-0400 (EDT),23,24
bpt419,studentlife,testpasstiles;BlankP,enter,true,Mon Aug 01 2011 20:13:20 GMT-0400 (EDT),Mon Aug 01 2011 20:13:57 GMT-0400 (EDT),Mon Aug 01 2011 20:13:58 GMT-0400 (EDT),37,38
bpt424,studentlife,testpasstiles;BlankP,enter,false,Mon Aug 01 2011 23:05:08 GMT-0400 (EDT),Mon Aug 01 2011 23:05:37 GMT-0400 (EDT),Mon Aug 01 2011 23:05:37 GMT-0400 (EDT),29,29
bpt424,studentlife,unknown;BlankPassTil,login,true,Mon Aug 01 2011 23:05:40 GMT-0400 (EDT),Mon Aug 01 2011 23:06:05 GMT-0400 (EDT),Mon Aug 01 2011 23:06:05 GMT-0400 (EDT),25,25
bpt416,studentlife,testpasstiles;BlankP,enter,true,Tue Aug 02 2011 00:04:38 GMT-0400 (EDT),Tue Aug 02 2011 00:05:08 GMT-0400 (EDT),Tue Aug 02 2011 00:05:08 GMT-0400 (EDT),30,30
bpt425,studentlife,testpasstiles;BlankP,enter,true,Tue Aug 02 2011 20:51:24 GMT-0400 (EDT),Tue Aug 02 2011 20:52:29 GMT-0400 (EDT),Tue Aug 02 2011 20:52:30 GMT-0400 (EDT),65,66
bpt422,studentlife,testpasstiles;BlankP,enter,true,Wed Aug 03 2011 10:38:47 GMT-0400 (EDT),Wed Aug 03 2011 10:39:06 GMT-0400 (EDT),Wed Aug 03 2011 10:39:07 GMT-0400 (EDT),19,20
bpt422,studentlife,unknown;BlankPassTil,login,true,Wed Aug 03 2011 10:48:31 GMT-0400 (EDT),Wed Aug 03 2011 10:48:54 GMT-0400 (EDT),Wed Aug 03 2011 10:48:55 GMT-0400 (EDT),23,24
bpt409,voteforyou,testpasstiles;BlankP,enter,false,Mon Jul 25 2011 13:14:00 GMT-0400 (EDT),Mon Jul 25 2011 13:14:12 GMT-0400 (EDT),Mon Jul 25 2011 13:14:12 GMT-0400 (EDT),12,12
bpt409,voteforyou,testpasstiles;BlankP,enter,true,Mon Jul 25 2011 13:14:47 GMT-0400 (EDT),Mon Jul 25 2011 13:14:55 GMT-0400 (EDT),Mon Jul 25 2011 13:14:55 GMT-0400 (EDT),8,8
bpt409,voteforyou,testpasstiles;BlankP,enter,true,Mon Jul 25 2011 13:15:02 GMT-0400 (EDT),Mon Jul 25 2011 13:15:09 GMT-0400 (EDT),Mon Jul 25 2011 13:15:09 GMT-0400 (EDT),7,7
bpt411,voteforyou,testpasstiles;BlankP,enter,true,Mon Jul 25 2011 13:40:02 GMT-0400 (EDT),Mon Jul 25 2011 13:40:15 GMT-0400 (EDT),Mon Jul 25 2011 13:40:15 GMT-0400 (EDT),13,13
bpt411,voteforyou,testpasstiles;BlankP,enter,true,Mon Jul 25 2011 13:40:23 GMT-0400 (EDT),Mon Jul 25 2011 13:40:35 GMT-0400 (EDT),Mon Jul 25 2011 13:40:36 GMT-0400 (EDT),12,13
bpt416,voteforyou,testpasstiles;BlankP,enter,false,Mon Jul 25 2011 14:57:51 GMT-0400 (EDT),Mon Jul 25 2011 14:58:38 GMT-0400 (EDT),Mon Jul 25 2011 14:58:38 GMT-0400 (EDT),47,47
bpt416,voteforyou,testpasstiles;BlankP,enter,true,Mon Jul 25 2011 14:58:50 GMT-0400 (EDT),Mon Jul 25 2011 14:59:35 GMT-0400 (EDT),Mon Jul 25 2011 14:59:35 GMT-0400 (EDT),45,45
bpt416,voteforyou,testpasstiles;BlankP,enter,true,Mon Jul 25 2011 15:08:14 GMT-0400 (EDT),Mon Jul 25 2011 15:08:48 GMT-0400 (EDT),Mon Jul 25 2011 15:08:48 GMT-0400 (EDT),34,34
bpt418,voteforyou,testpasstiles;BlankP,enter,true,Mon Jul 25 2011 15:49:55 GMT-0400 (EDT),Mon Jul 25 2011 15:50:07 GMT-0400 (EDT),Mon Jul 25 2011 15:50:07 GMT-0400 (EDT),12,12
bpt418,voteforyou,testpasstiles;BlankP,enter,true,Mon Jul 25 2011 15:50:20 GMT-0400 (EDT),Mon Jul 25 2011 15:50:31 GMT-0400 (EDT),Mon Jul 25 2011 15:50:31 GMT-0400 (EDT),11,11
bpt419,voteforyou,testpasstiles;BlankP,enter,true,Mon Jul 25 2011 16:07:25 GMT-0400 (EDT),Mon Jul 25 2011 16:07:57 GMT-0400 (EDT),Mon Jul 25 2011 16:07:58 GMT-0400 (EDT),32,33
bpt419,voteforyou,testpasstiles;BlankP,enter,true,Mon Jul 25 2011 16:08:19 GMT-0400 (EDT),Mon Jul 25 2011 16:08:47 GMT-0400 (EDT),Mon Jul 25 2011 16:08:48 GMT-0400 (EDT),28,29
bpt422,voteforyou,testpasstiles;BlankP,enter,true,Mon Jul 25 2011 18:43:00 GMT-0400 (EDT),Mon Jul 25 2011 18:43:35 GMT-0400 (EDT),Mon Jul 25 2011 18:43:40 GMT-0400 (EDT),35,40
bpt422,voteforyou,testpasstiles;BlankP,enter,true,Mon Jul 25 2011 18:44:08 GMT-0400 (EDT),Mon Jul 25 2011 18:44:35 GMT-0400 (EDT),Mon Jul 25 2011 18:44:36 GMT-0400 (EDT),27,28
bpt423,voteforyou,testpasstiles;BlankP,enter,true,Mon Jul 25 2011 19:47:43 GMT-0400 (EDT),Mon Jul 25 2011 19:48:08 GMT-0400 (EDT),Mon Jul 25 2011 19:48:08 GMT-0400 (EDT),25,25
bpt423,voteforyou,testpasstiles;BlankP,enter,true,Mon Jul 25 2011 19:48:17 GMT-0400 (EDT),Mon Jul 25 2011 19:48:40 GMT-0400 (EDT),Mon Jul 25 2011 19:48:40 GMT-0400 (EDT),23,23
bpt424,voteforyou,testpasstiles;BlankP,enter,true,Mon Jul 25 2011 20:33:37 GMT-0400 (EDT),Mon Jul 25 2011 20:33:59 GMT-0400 (EDT),Mon Jul 25 2011 20:33:59 GMT-0400 (EDT),22,22
bpt424,voteforyou,testpasstiles;BlankP,enter,true,Mon Jul 25 2011 20:34:06 GMT-0400 (EDT),Mon Jul 25 2011 20:34:30 GMT-0400 (EDT),Mon Jul 25 2011 20:34:30 GMT-0400 (EDT),24,24
bpt425,voteforyou,testpasstiles;BlankP,enter,true,Mon Jul 25 2011 21:35:04 GMT-0400 (EDT),Mon Jul 25 2011 21:35:24 GMT-0400 (EDT),Mon Jul 25 2011 21:35:24 GMT-0400 (EDT),20,20
bpt425,voteforyou,testpasstiles;BlankP,enter,true,Mon Jul 25 2011 21:35:30 GMT-0400 (EDT),Mon Jul 25 2011 21:35:58 GMT-0400 (EDT),Mon Jul 25 2011 21:35:59 GMT-0400 (EDT),28,29
bpt409,voteforyou,testpasstiles;BlankP,enter,true,Tue Jul 26 2011 13:39:11 GMT-0400 (EDT),Tue Jul 26 2011 13:39:20 GMT-0400 (EDT),Tue Jul 26 2011 13:39:20 GMT-0400 (EDT),9,9
bpt409,voteforyou,testpasstiles;BlankP,enter,true,Tue Jul 26 2011 13:39:25 GMT-0400 (EDT),Tue Jul 26 2011 13:39:34 GMT-0400 (EDT),Tue Jul 26 2011 13:39:34 GMT-0400 (EDT),9,9
bpt411,voteforyou,testpasstiles;BlankP,enter,false,Tue Jul 26 2011 14:15:19 GMT-0400 (EDT),Tue Jul 26 2011 14:15:32 GMT-0400 (EDT),Tue Jul 26 2011 14:15:32 GMT-0400 (EDT),13,13
bpt411,voteforyou,testpasstiles;BlankP,enter,true,Tue Jul 26 2011 14:15:36 GMT-0400 (EDT),Tue Jul 26 2011 14:15:49 GMT-0400 (EDT),Tue Jul 26 2011 14:15:49 GMT-0400 (EDT),13,13
bpt418,voteforyou,testpasstiles;BlankP,enter,true,Tue Jul 26 2011 17:23:52 GMT-0400 (EDT),Tue Jul 26 2011 17:24:07 GMT-0400 (EDT),Tue Jul 26 2011 17:24:07 GMT-0400 (EDT),15,15
bpt425,voteforyou,testpasstiles;BlankP,enter,true,Tue Jul 26 2011 22:37:55 GMT-0400 (EDT),Tue Jul 26 2011 22:38:20 GMT-0400 (EDT),Tue Jul 26 2011 22:38:20 GMT-0400 (EDT),25,25
bpt422,voteforyou,testpasstiles;BlankP,enter,false,Wed Jul 27 2011 09:05:27 GMT-0400 (EDT),Wed Jul 27 2011 09:06:32 GMT-0400 (EDT),Wed Jul 27 2011 09:06:34 GMT-0400 (EDT),65,67
bpt422,voteforyou,testpasstiles;BlankP,enter,true,Wed Jul 27 2011 09:07:47 GMT-0400 (EDT),Wed Jul 27 2011 09:08:22 GMT-0400 (EDT),Wed Jul 27 2011 09:08:24 GMT-0400 (EDT),35,37
bpt419,voteforyou,testpasstiles;BlankP,enter,true,Wed Jul 27 2011 12:44:45 GMT-0400 (EDT),Wed Jul 27 2011 12:45:27 GMT-0400 (EDT),Wed Jul 27 2011 12:45:28 GMT-0400 (EDT),42,43
bpt416,voteforyou,testpasstiles;BlankP,enter,true,Thu Jul 28 2011 12:02:48 GMT-0400 (EDT),Thu Jul 28 2011 12:03:32 GMT-0400 (EDT),Thu Jul 28 2011 12:03:33 GMT-0400 (EDT),44,45
bpt409,voteforyou,testpasstiles;BlankP,enter,true,Thu Jul 28 2011 13:55:48 GMT-0400 (EDT),Thu Jul 28 2011 13:55:57 GMT-0400 (EDT),Thu Jul 28 2011 13:55:57 GMT-0400 (EDT),9,9
bpt409,voteforyou,testpasstiles;BlankP,enter,true,Thu Jul 28 2011 13:56:03 GMT-0400 (EDT),Thu Jul 28 2011 13:56:11 GMT-0400 (EDT),Thu Jul 28 2011 13:56:11 GMT-0400 (EDT),8,8
bpt411,voteforyou,testpasstiles;BlankP,enter,false,Thu Jul 28 2011 14:15:38 GMT-0400 (EDT),Thu Jul 28 2011 14:16:32 GMT-0400 (EDT),Thu Jul 28 2011 14:16:32 GMT-0400 (EDT),54,54
bpt411,voteforyou,testpasstiles;BlankP,enter,true,Thu Jul 28 2011 14:16:37 GMT-0400 (EDT),Thu Jul 28 2011 14:16:54 GMT-0400 (EDT),Thu Jul 28 2011 14:16:54 GMT-0400 (EDT),17,17
